show_id,type,title,director,cast,country,date_added,release_year,rating,listed_in,description,month_added,duration_movies,duration_tv
s1837,Movie,Disconnect,"David 'Tosh' Gitonga, Michael Jones","Brenda Wairimu, Nick Mutuma, Catherine Kamau, Pascal Tokodi, Patricia Kihoro, Pierra Makena, Bridget Shighadi, Brian Ogola, Illya Frank, Aseem Sharma, Arthur Sanya, Justin Mirichii, Maqbul Mohammed",Kenya,2020-10-16 00:00:00,2018,TV-MA,"Comedies,InternationalMovies,RomanticMovies",A group of singletons stumbles through the wild dating scene in Nairobi as two friends wonder if their relationship is more than platonic.,October,107,107
s1838,TV Show,Grand Army,NULL,"Odessa A’zion, Odley Jean, Amir Bageria, Maliq Johnson, Amalia Yoo, Alphonso Romero Jones II, Thelonius Serrell-Freed, Anthony Ippolito, Brian Altemus",UnitedStates,2020-10-16 00:00:00,2020,TV-MA,"TVDramas,TeenTVShows","Five students at the largest public high school in Brooklyn take on a chaotic world as they fight to succeed, survive, break free and seize the future.",October,1,1 Season
s1839,Movie,In a Valley of Violence,Ti West,"Ethan Hawke, John Travolta, Taissa Farmiga, James Ransone, Karen Gillan, Toby Huss, Tommy Nohilly, Larry Fessenden, Michael Davis, Burn Gorman",UnitedStates,2020-10-16 00:00:00,2016,R,Action&Adventure,"After a quiet drifter is met with violence and bullying in a small town, he finds himself enmeshed in a vengeful struggle with the local marshal.",October,104,104
s1840,TV Show,La Révolution,NULL,"Amir El Kacem, Marilou Aussilloux, Lionel Erdogan, Isabel Aimé Gonzalez Sola, Julien Frison, Doudou Masta, Dimitri Storoge, Amélia Lacquemant, Coline Beal, Laurent Lucas, Gaia Weiss, Chiara Tantimonaco, Nina Tantimonaco, Pierre Andrau, Philippine Martinot, Jérémie Covillault",France,2020-10-16 00:00:00,2020,TV-MA,"InternationalTVShows,TVAction&Adventure,TVDramas","In a reimagined history, a mysterious disease besets 18th century France, culminating in a brutal clash between rebels and the aristocracy.",October,1,1 Season
s1841,TV Show,Someone Has to Die,Manolo Caro,"Carmen Maura, Cecilia Suárez, Ester Expósito, Ernesto Alterio, Alejandro Speitzer, Isaac Hernández, Carlos Cuevas, Mariola Fuentes, Pilar Castro, Juan Carlos Vellido, Eduardo Casanova, Manuel Morón, Javier Pereira",Mexico Spain,2020-10-16 00:00:00,2020,TV-MA,"CrimeTVShows,InternationalTVShows,Spanish-LanguageTVShows","In conservative 1950s Spain, the alleged relationship between a young man and a Mexican ballerino creates an uproar of harrowing consequences.",October,1,1 Season
s1842,TV Show,The Last Kids on Earth,NULL,"Nick Wolfhard, Charles Demers, Garland Whitt, Montse Hernandez, Brian Drummond, Giles Panton, Keith David",UnitedStates,2020-10-16 00:00:00,2020,TV-Y7,"Kids'TV,TVComedies","When zombies and monsters invade his hometown, a scrappy 13-year-old orphan teams up with his friends in hopes of surviving the chaos.",October,3,3 Seasons
s1843,Movie,The Trial of the Chicago 7,Aaron Sorkin,"Sacha Baron Cohen, Eddie Redmayne, Yahya Abdul-Mateen II, Jeremy Strong, Mark Rylance, Joseph Gordon-Levitt, Michael Keaton, Frank Langella, John Carroll Lynch, Alex Sharp, John Doman, Ben Shenkman",UnitedStates UnitedKingdom India,2020-10-16 00:00:00,2020,R,Dramas,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,October,130,130
s1844,Movie,Unfriended,Levan Gabriadze,"Shelley Hennig, Moses Storm, Renee Olstead, Will Peltz, Jacob Wysocki, Courtney Halverson, Heather Sossaman, Matthew Bohrer, Mickey River, Cal Barnes",UnitedStates Russia,2020-10-16 00:00:00,2014,R,"HorrorMovies,Thrillers",Six teens whose cyberbullying drove their classmate to kill herself become the target of an online stalker with a lethal agenda.,October,83,83
s1845,Movie,A Babysitter's Guide to Monster Hunting,Rachel Talalay,"Tamara Smart, Oona Laurence, Tom Felton, Troy Leigh-Anne Johnson, Lynn Masako Cheng, Ty Consiglio, Ian Ho, Indya Moore, Alessio Scalzotto, Tamsen McDonough",UnitedStates,2020-10-15 00:00:00,2020,TV-PG,Children&FamilyMovies,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween.",October,99,99
s1846,Movie,Batman: The Killing Joke,Sam Liu,"Kevin Conroy, Mark Hamill, Tara Strong, Ray Wise, John DiMaggio, Robin Atkin Downes, Brian George, JP Karliak, Andrew Kishino, Nolan North",UnitedStates,2020-10-15 00:00:00,2016,R,Action&Adventure,The Joker makes life hell for the Gordon family in a monstrous attempt to prove to Batman that one bad day can drive a good man to madness.,October,77,77
s1847,Movie,El-Khawaga's Dilemma,Peter Mimi,"Hassan El Raddad, Mohamed Lotfy, Hana El Zahed, Hassan Hosny, Majed El Masry, Mohamed Ezz, Samia Trabelsi, Yasser Al Zankalouni, Ahmed El Sobky, Bayoumi Fouad",Egypt,2020-10-15 00:00:00,2018,TV-14,"Action&Adventure,Comedies,InternationalMovies","After a car crash, sparks fly for a financially struggling man and the daughter of a business tycoon, unraveling dark secrets and loose ends.",October,94,94
s1848,TV Show,Fireman Sam,NULL,"Steven Kynman, David Carling, Tegwen Tucker, Su Douglas, Andrew Hodwitz, Dave Pender, Lily Cassano, Carter Treneer, Sarah Lynn Strange",UnitedKingdom,2020-10-15 00:00:00,2018,TV-Y,"BritishTVShows,Kids'TV","Sharing valuable lessons in fire safety for preschoolers, Fireman Sam and his animated crew from Pontypandy, Wales, are ready for any emergency.",October,4,4 Seasons
s1849,TV Show,Half & Half,NULL,"Rachel True, Essence Atkins, Telma Hopkins, Chico Benymon, Valarie Pettiford, Alec Mapa",UnitedStates,2020-10-15 00:00:00,2005,TV-14,TVComedies,"After two estranged half-sisters in their twenties find their lives suddenly entwined, they grow closer as they get to know more about each other.",October,4,4 Seasons
s1850,Movie,Kartini: Princess of Java,Hanung Bramantyo,"Dian Sastrowardoyo, Ayushita, Acha Septriasa, Deddy Sutomo, Christine Hakim, Djenar Maesa Ayu, Denny Sumargo, Adinia Wirasti, Reza Rahadian",Indonesia Netherlands,2020-10-15 00:00:00,2017,TV-PG,"Dramas,InternationalMovies",A woman of nobility battles patriarchal norms in order to improve educational access for women in early 1900s Indonesian society.,October,118,118
s1851,Movie,Love Like the Falling Rain,Lasja Fauzia Susatyo,"Jefri Nichol, Aurora Ribero, Axel Matthew, Nadya Arina, Karina Suwandhi, Rebecca Klopper",Indonesia,2020-10-15 00:00:00,2020,TV-14,"Dramas,InternationalMovies,RomanticMovies","Fearing rejection, a young man struggles to declare his feelings for his best friend, who soon falls for another man — until a fateful incident.",October,87,87
s1852,TV Show,One on One,NULL,"Flex Alexander, Kyla Pratt, Kelly Perine, Sicily Johnson, Robert Ri'chard",UnitedStates,2020-10-15 00:00:00,2006,TV-14,"TVComedies,TeenTVShows","When his ex-wife lands a job abroad, athlete-turned-sportscaster Flex Washington assumes full-time custody of their teenage daughter, Breanna.",October,5,5 Seasons
s1853,TV Show,Power Rangers Beast Morphers,NULL,"Rorrie D. Travis, Jazz Baduwalia, Jacqueline Scislowski, Abraham Rodríguez, Teuila Blakely, Kristina Ho, Cosme Flores, Kevin Copeland",UnitedStates,2020-10-15 00:00:00,2020,TV-Y7,Kids'TV,A new breed of secret agents must stop a ruthless computer virus and its minions from stealing the unlimited clean energy source that created them.,October,2,2 Seasons
s1854,Movie,Rooting for Roona,"Pavitra Chalam, Akshay Shankar",NULL,India,2020-10-15 00:00:00,2020,TV-PG,"Documentaries,InternationalMovies","In rural India, a child with hydrocephalus gets a chance at life-changing surgery after her photos go viral. This documentary charts her journey.",October,42,42
s1855,TV Show,Social Distance,NULL,"Danielle Brooks, Oscar Nuñez, Mike Colter, Heather Burns, Okieriete Onaodowan, Ajay Naidu, Shakira Barrera, Steven Weber, Helena Howard, Daphne Rubin-Vega, Guillermo Díaz, Miguel Sandoval, Camila Perez, Gianna Aragon, Tom Costanzo, Luca Costanzo, Olli Haaskivi, Marsha Stephanie Blake, Isabella Ferreira, Rocco Luna, Larita Brooks, Misha Brooks, Liam Foley, Zoë Verbil, Anthony Norman, Brian Jordan Alvarez, Max Jenkins, Peter Vack, Rana Roy, Peter Scanavino, Ali Ahn, Tami Sagher, Barbara Rosenblat, Michael Mulheren, Leo Bai-Scanavino, Becky Ann Baker, Dylan Baker, Marcia DeBonis, Raymond Anthony Thomas, Sunita Mani, Kylie Liya Page, David Iacono, Lachlan Riley Watson, Niles Fitch, Will Meyers, Ava DeMary, Lydia Look, Asante Blackk, Ayize Ma'at, Lovie Simone",UnitedStates,2020-10-15 00:00:00,2020,TV-MA,"TVComedies,TVDramas","Filmed in isolation, this narrative anthology series features both dark and funny takes on how people strive to stay connected while staying apart.",October,1,1 Season
s1856,Movie,A Choo,"Kevin Ko, Peter Tsi","Kai Ko, Ariel Lin, Darren Wang, Zhang Xiaolong, Louis Koo, Vanness Wu, Kate Tsui",Taiwan,2020-10-14 00:00:00,2020,TV-14,"Action&Adventure,InternationalMovies,RomanticMovies","Determined to win the heart of his childhood crush from orphanage, EJ becomes a boxer with superpowers and soon confronts a formidable villain.",October,101,101
s1857,Movie,BLACKPINK: Light Up the Sky,Caroline Suh,Blackpink,UnitedStates,2020-10-14 00:00:00,2020,TV-14,"Documentaries,Music&Musicals",Record-shattering Korean girl band BLACKPINK tell their story — and detail the hard-fought journey of the dreams and trials behind their meteoric rise.,October,80,80
s1858,Movie,The Three Deaths of Marisela Escobedo,Carlos Pérez Osorio,NULL,Mexico,2020-10-14 00:00:00,2020,TV-MA,"Documentaries,InternationalMovies",This documentary examines a mother's tireless crusade to jail her daughter's murderer after Mexico's justice system failed to do so.,October,110,110
s1859,Movie,Fida,Ken Ghosh,"Fardeen Khan, Kareena Kapoor, Shahid Kapoor, Kim Sharma, Akhilendra Mishra",India,2020-10-13 00:00:00,2004,TV-14,"InternationalMovies,RomanticMovies,Thrillers",An all-around nice guy finds himself in a dangerous situation after he makes the ultimate sacrifice for the woman he loves in this drama.,October,117,117
s1860,Movie,Octonauts & the Great Barrier Reef,Blair Simmons,"Simon Greenall, Rob Rackstraw, Jo Wyatt, Paul Buckley, Simon Foster, Teresa Gallagher, Richard Grieve, Michael Murphy, Paul Panting, Keith Wickham",UnitedKingdom,2020-10-13 00:00:00,2020,TV-Y,Children&FamilyMovies,"In this musical special, the Octonauts must find a way to hold back hungry swarms of coral-eating starfish to save a new friend’s fragile reef home.",October,47,47
s1861,TV Show,The Cabin with Bert Kreischer,NULL,"Bert Kreischer, Anthony Anderson, Caitlyn Jenner, Tom Segura, Joey Diaz, Nikki Glaser, Fortune Feimster, Bobby Lee, Donnell Rawlings, Kaley Cuoco, Joel McHale, Ms. Pat, Deon Cole, Big Jay Oakerson",UnitedStates,2020-10-13 00:00:00,2020,TV-MA,"RealityTV,TVComedies","Fast-living comic Bert Kreischer heads to a cabin for some self-care and invites his funny friends to join his quest to cleanse his mind, body and soul.",October,1,1 Season
s1862,Movie,Dil,Indra Kumar,"Aamir Khan, Madhuri Dixit, Saeed Jaffrey, Deven Verma, Anupam Kher, Shammi, Padma Rani, Rajesh Puri, Satyendra Kapoor",India,2020-10-12 00:00:00,1990,TV-14,"Comedies,Dramas,InternationalMovies",A miser’s scheme to set his son up with a millionaire’s daughter backfires when the two actually fall in love — just as his sly charade is revealed.,October,165,165
s1863,Movie,Disco Dancer,B. Subhash,"Mithun Chakraborty, Kim, Kalpana Iyer, Om Puri, Gita Siddharth, Yusuf Khan, Bob Christo, Om Shivpuri, Karan Razdan",India,2020-10-12 00:00:00,1982,TV-14,"CultMovies,Dramas,InternationalMovies","A poor boy grows up to be a famous disco dancer, hoping to use his art to exact revenge on the millionaire who once framed him and his mother for theft.",October,134,134
s1864,Movie,Hunterrr,Harshavardhan Kulkarni,"Gulshan Devaiah, Radhika Apte, Sai Tamhankar, Veera Saxena, Sagar Deshmukh",India,2020-10-12 00:00:00,2015,TV-MA,"Comedies,InternationalMovies,RomanticMovies",A sex-obsessed young man tries to put his past behind him when he falls for an extraordinary woman who makes him want to change his lifestyle.,October,140,140
s1865,TV Show,Kipo and the Age of Wonderbeasts,NULL,"Karen Fukuhara, Sydney Mikayla, Deon Cole, Coy Stewart, Dee Bradley Baker, Sterling K. Brown, Dan Stevens, Jake Green, Steve Blum",UnitedStates,2020-10-12 00:00:00,2020,TV-Y7,"Kids'TV,TVComedies","Making her way through a world of mutant animals, a sheltered yet scrappy girl learns how to survive – and get home – with help from her ragtag crew.",October,3,3 Seasons
s1866,Movie,Phir Hera Pheri,Neeraj Vora,"Akshay Kumar, Sunil Shetty, Paresh Rawal, Bipasha Basu, Rimi Sen, Johny Lever, Manoj Joshi, Rajpal Yadav, Sharat Saxena, Suresh Menon",India,2020-10-12 00:00:00,2006,TV-14,"Comedies,InternationalMovies","Driven by greed, three rich friends seek to double their wealth and find themselves indebted to a ruthless gangster.",October,150,150
s1867,Movie,The Legend of Bhagat Singh,Rajkumar Santoshi,"Ajay Devgn, Sushant Singh, D. Santosh, Akhilendra Mishra, Raj Babbar, Farida Jalal, Amrita Rao, Mukesh Tiwari",India,2020-10-12 00:00:00,2002,TV-14,"Dramas,InternationalMovies","This biopic chronicles the life and times of iconic Indian revolutionary Bhagat Singh, who led an armed resistance against the British in the 1920.",October,156,156
s1868,Movie,House of the Witch,Alex Merkin,"Emily Bader, Darren Mann, Michelle Randolph, Coy Stewart, Jesse Pepe, Arden Belle, Joel Nagle, Nolan Bateman",UnitedStates,2020-10-11 00:00:00,2017,TV-MA,HorrorMovies,A group of daring teens finds themselves in a fight for their lives inside a haunted house when a sinister spirit crashes their Halloween party.,October,86,86
s1869,TV Show,Deaf U,NULL,NULL,UnitedStates,2020-10-09 00:00:00,2020,TV-MA,Docuseries,"In this reality series, a tight-knit group of Deaf and hard of hearing students share their stories and explore life at Gallaudet University.",October,1,1 Season
s1870,Movie,Ginny Weds Sunny,Puneet Khanna,"Yami Gautam, Vikrant Massey, Suhail Nayyar, Ayesha Raza Mishra, Isha Talwar, Rajeev Gupta",India,2020-10-09 00:00:00,2020,TV-MA,"Comedies,InternationalMovies,RomanticMovies","Eager to marry but constantly rejected by women, a bachelor hopes to win over a former crush by accepting help from an unlikely source: her mother.",October,126,126
s1871,Movie,My Step Dad: The Hippie,Meltem Bozoflu,"Onur Buldu, Mahir İpek, Derya Karadaş, Onur Attila, Meltem Yılmazkaya, Yasemin Conka, Burak Topaloglu, Sefik Taylan, Orkun Karagöz, Erdogan Aydin",Turkey SouthKorea,2020-10-09 00:00:00,2018,TV-MA,"Comedies,InternationalMovies","When three adult siblings meet the offbeat man who their widowed mom fawns over, they take drastic actions to stop them from ever getting married.",October,100,100
s1872,Movie,Super Monsters: Dia de los Monsters,NULL,NULL,Canada,2020-10-09 00:00:00,2020,TV-Y,Children&FamilyMovies,"The Super Monsters celebrate Día de los Muertos in Vida’s hometown with her magical family, some new monster friends and a spook-tacular parade!",October,25,25
s1873,Movie,The Forty-Year-Old Version,Radha Blank,"Radha Blank, Peter Kim, Oswin Benjamin, Imani Lewis, Haskiri Velazquez, Antonio Ortiz, T.J. Atoms, Reed Birney",UnitedStates,2020-10-09 00:00:00,2020,R,"Comedies,Dramas,IndependentMovies","Desperate for a breakthrough as she nears the big 4-0, struggling New York City playwright Radha finds inspiration by reinventing herself as a rapper.",October,124,124
s1874,TV Show,The Haunting of Bly Manor,NULL,"Victoria Pedretti, Oliver Jackson-Cohen, Henry Thomas, Amelia Eve, T'Nia Miller, Rahul Kohli, Tahirah Sharif, Amelie Bea Smith, Benjamin Evan Ainsworth",UnitedStates,2020-10-09 00:00:00,2020,TV-MA,"TVDramas,TVHorror,TVMysteries","Dead doesn't mean gone. An au pair plunges into an abyss of chilling secrets in this gothic romance from the creator of ""The Haunting of Hill House.""",October,1,1 Season
s1875,Movie,Bigflo & Oli: Hip Hop Frenzy,"Bigflo & Oli, Jérémie Levypon",Bigflo & Oli,France,2020-10-08 00:00:00,2020,TV-MA,"Documentaries,InternationalMovies,Music&Musicals","Go backstage with French rap duo Bigflo & Oli in this intimate music documentary, then join the superstar siblings as they embark on a major tour.",October,100,100
s1876,TV Show,Do Do Sol Sol La La Sol,NULL,"Go A-ra, Lee Jae-wook, Kim Ju-hun, Ye Ji-won, Lee Soon-jae, Shin Eun-soo, Seo Yi-sook",SouthKorea,2020-10-08 00:00:00,2020,TV-14,"InternationalTVShows,RomanticTVShows,TVComedies","A riches-to-rags pianist who loses everything but her smile is guided by twinkling little stars to a small town where she finds hope, home and love.",October,1,1 Season
s1877,Movie,Palermo Hollywood,Eduardo Pinto,"Brian Maya, Matías Desiderio, Manuela Pal, Azul Lombardía",Argentina,2020-10-08 00:00:00,2004,TV-MA,"Dramas,InternationalMovies",A pair of petty criminals from different backgrounds get tangled up in a gangster's kidnapping scheme that goes awry.,October,106,106
s1878,TV Show,Private Lives,NULL,"Seohyun, Ko Kyung-pyo, Kim Hyo-jin, Kim Young-min, Tae Won-seok, Song Sun-mi, Park Seong-geun, Jang Jin-hee, Yoon Sa-bong, Lee Hak-ju, Song Sang-eun, Jang Won-hyeok, Yoo Hee-je, Min Zio, Kim Min-sang, Kim Ba-da, Cha Soo-yeon",SouthKorea,2020-10-08 00:00:00,2020,TV-14,"CrimeTVShows,InternationalTVShows,TVDramas","In a world where data is no longer private, con artists uncover a sinister surveillance scheme headed by the government and a greedy corporation.",October,1,1 Season
